"","cov.35","cov.40","cov.45","cov.50","cov.55","cov.60","cov.65","cov.70","cov.75","cov.80","cov.85","cov.90","cov.95","pop.lev"
"AAD.male",10.7136910332608,10.7723076531242,10.7767033890103,10.7101683905288,10.7471493326465,10.7493561509077,10.7018157446013,10.8103827626013,10.757413555868,10.6750942675637,10.6950939952006,10.7191242327986,10.6854852249182,11.7575342537374
"SDAD.male",6.11459682398655,6.12986195999601,6.1608513413418,6.19918893302633,6.23189937594298,6.21697092858117,6.19509443305586,6.21868759134237,6.23366789038572,6.2684908458319,6.26223120658655,6.26836005509216,6.26342796373355,6.31657147641586
"slope.male",0.219663468745668,0.218032104719087,0.221723603852306,0.224564467714121,0.221478280610106,0.222117543858899,0.223562316114694,0.222538865914675,0.220209518013134,0.219256429008754,0.222344506416824,0.220584920114784,0.221858642244161,0.283695864942443
"WSD.male",1.64908194825789,1.66743637836923,1.67235597055881,1.67974307014581,1.68166806584204,1.68211535873248,1.68185551058917,1.6829762777331,1.6826117838571,1.68437191090247,1.682312191963,1.68912648115497,1.69064782551375,1.76243826140404
"BSD.male",1.50567456441602,1.50323452412523,1.58041133374481,1.49990514945159,1.50031303831988,1.52348404853953,1.51611014758458,1.52460612414949,1.51521538389161,1.50884616233713,1.51230793768406,1.50921792478646,1.50948678950328,1.94143426643211
"intercept.male",-0.873195780924489,-0.905550460410192,-0.949771598259159,-0.931831439867569,-0.955228779969698,-0.9428585817471,-0.972038651276826,-0.921820453705273,-0.931911241307094,-0.922526313000906,-0.941845456689991,-0.953670828932724,-0.975566473185021,-1.54157016881031
