"","cl.cov.35","cl.cov.40","cl.cov.45","cl.cov.50","cl.cov.55","cl.cov.60","cl.cov.65","cl.cov.70","cl.cov.75","cl.cov.80","cl.cov.85","cl.cov.90","cl.cov.95","true.cov.100"
"mean.AD.women.true.cl.15.25",7.88741125055,7.933599987425,8.224342712,8.28612831052857,8.39764891624,8.4765948279,8.61567972575,8.57829836034143,8.59203757005,8.76574228775,8.86209506035,8.75294953793333,8.8373299492,11.1559188320541
"mean.AD.men.true.cl.15.25",1.7017291933,1.50700421285,1.63356639105,1.55259623596666,1.576459707,1.72184392254643,1.6650543743,1.7035616082,1.70541641509333,1.78675182565,1.7573238982,1.79182266058,1.794938437375,1.78035062488611
"mean.AD.women.true.cl.25.40",12.5409951177,12.76434540745,12.7433828436,12.497724244275,12.5513651219,12.1752142519,12.542404132825,12.57897194775,12.4647459826,12.3162179222,12.7065005603,12.5102858465834,12.35653008105,13.9615292268746
"mean.AD.men.true.cl.25.40",10.1308798022,10.209666173,9.981128848725,10.0005317165,10.1008534501,9.95915547620714,10.1113131706,9.8553314273625,9.83897073252,9.93562745805,10.241308712965,9.81851046625,10.1634601103,8.70243815642636
"mean.AD.women.true.cl.40.50",NA,4.846499709,4.846499709,6.70276414345,4.846499709,4.846499709,6.1149789072,4.846499709,5.4807393081,6.1149789072,8.5590285779,5.4807393081,6.70276414345,16.4819752207
"mean.AD.men.true.cl.40.50",18.25828297705,18.73805914255,18.48178345625,18.7192404083,19.1309381325,19.10971840745,18.91087621475,18.7196030892,18.8917213523,18.7055976009,19.20720518545,18.96973562865,19.04047453845,16.8946500497838
"med.AD.women.true.cl.15.25",7.4071292158,7.684124349,7.9482736108,7.7710515025,7.79033806795,8.05837473585,8.09198056395,7.9441176584,7.9496349526,8.008821014975,8.2365331399,8.0163661078,8.0434778697,10.29855677235
"med.AD.men.true.cl.15.25",1.63499644105,1.453144913,1.5733321338,1.473160661375,1.51073076895,1.578931195775,1.5411379851,1.56142281625,1.579746356125,1.61182538965,1.5718772204,1.6053870622,1.59896940335,1.407034932975
"med.AD.women.true.cl.25.40",12.7336750481,12.76434540745,12.7760757676,12.497724244275,12.5915042211,12.250211631,12.558705392925,12.650276299525,12.4992929986,12.3162179222,12.7312084245,12.477724895725,12.42147546055,14.3134394447
"med.AD.men.true.cl.25.40",10.1292944725,10.3036156831,9.981128848725,10.0005317165,10.1286347744,9.75584001105,10.1111564271,9.797304647225,9.6346711656,9.8910003359,10.13149848885,9.694132938,10.1899318405,8.7075648295
"med.AD.women.true.cl.40.50",NA,4.846499709,4.846499709,6.70276414345,4.846499709,4.846499709,6.1149789072,4.846499709,5.4807393081,6.1149789072,8.5590285779,5.4807393081,6.70276414345,16.6217680324
"med.AD.men.true.cl.40.50",18.25828297705,18.73805914255,18.43349972285,18.7192404083,19.1309381325,19.11074624365,19.0230201982,18.7196030892,18.9185306951,18.7609776855,19.19828315,19.03053027885,19.1293960173,17.024630902975
"sd.AD.women.true.cl.15.25",4.66859176870094,4.58550426776311,4.61949949386533,5.15729133981194,4.76559811835688,4.88305853825909,5.27162600300822,5.24993671379209,5.56062701077606,5.27557314359339,5.49343076203512,5.68433995352068,5.73989394513061,6.54661369460049
"sd.AD.men.true.cl.15.25",1.05867614473847,1.06059362352212,0.994139962857177,1.0516064949132,1.11371928159128,1.19324547026023,1.15867337721772,1.2055377522608,1.20582778550665,1.26178861788211,1.27121022346051,1.21507809187857,1.26775186795905,1.47387004699624
"sd.AD.women.true.cl.25.40",4.56149322431553,3.08550511400683,4.70925364681854,3.70972968969161,4.34750847063222,4.38589477503798,3.93535925098259,4.52823683097344,4.27044628194944,4.11864263387164,4.00084957579222,5.1562271712803,4.51531857692015,6.04785723408674
"sd.AD.men.true.cl.25.40",3.4741773196231,3.13826797421783,3.17771868483496,3.46566758232001,3.69971165919257,3.65878305777651,3.82126020990195,3.75327317583645,3.6496904197147,3.93360459920205,4.0407848638577,3.81020398841142,4.06251075158284,4.76866653775743
"sd.AD.women.true.cl.40.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05960158856741
"sd.AD.men.true.cl.40.50",3.63936385892343,1.85075572193494,2.72509466882292,2.3147700502227,2.59697311963063,2.35126482360948,2.70899240159408,2.39026877399286,2.88657124190591,2.25469955941406,2.42462247476692,2.83660589634331,3.01813202132633,4.04657807036598
